day	Anno	celltype	UMAP_1	UMAP_2	2700081O15Rik	Acta2	Adamts9	Adnp	Adnp2	Aebp1	Aebp2	Afp	Ahctf1	Ahdc1	Ahnak	Ahr	Ahrr	Akap8	Akap8l	Akna	Alx1	Alx3	Alx4	Amot	Ankzf1	Apela	Apoa2	Apoe	Ar	Arhgap35	Arid2	Arid3a	Arid3b	Arid3c	Arid5a	Arid5b	Arnt	Arnt2	Arntl	Arntl2	Ascl1	Ascl2	Ascl4	Ash1l	Atf1	Atf2	Atf3	Atf4	Atf5	Atf6	Atf6b	Atf7	Atmin	Atoh1	Atoh7	Atoh8	Atp1a2	Bach1	Bach2	Barx1	Barx2	Batf	Batf3	Baz2a	Baz2b	Bbx	BC025920	Bcl11a	Bcl11b	Bcl6b	Bhlha15	Bhlhe40	Bhlhe41	Bmp4	Bmpr1a	Bnc1	Bnc2	Borcs8	Bptf	Brf2	Btg2	C130060K24Rik	Camta1	Camta2	Car10	Carf	Casz1	Cbx2	Cc2d1a	Ccdc17	Cdc5l	Cdh5	Cdkn1c	Cdon	Cdx1	Cdx2	Cdx4	Cebpa	Cebpb	Cebpd	Cebpg	Cebpz	Cenpa	Cenpb	Cenps	Cenpt	Cer1	Cggbp1	Champ1	Chchd3	Cic	Clock	Cpa2	Cpeb1	Crabp1	Crabp2	Creb1	Creb3	Creb3l1	Creb3l2	Creb3l3	Creb3l4	Creb5	Crebl2	Crebzf	Crem	Csrnp1	Csrnp2	Csrnp3	Ctcf	Cux1	Cux2	Cxxc1	Cxxc4	Cxxc5	Dach1	Dach2	Dbp	Dbx1	Dbx2	Ddah1	Ddit3	Deaf1	Dll1	Dlx1	Dlx2	Dlx3	Dlx4	Dlx5	Dlx6	Dmbx1	Dmrt1	Dmrt2	Dmrt3	Dmrta1	Dmrta2	Dmrtc2	Dmtf1	Dnd1	Dnmt1	Dnttip1	Dot1l	Dpf1	Dpf3	Dppa3	Dr1	Drap1	Dscaml1	Duxbl3	Dzip1	E2f1	E2f2	E2f3	E2f4	E2f5	E2f6	E2f7	E2f8	E430018J23Rik	E4f1	Ebf1	Ebf2	Ebf3	Ebf4	Eea1	Egr1	Egr2	Egr4	Ehf	Elf1	Elf2	Elf3	Elf4	Elf5	Elk1	Elk3	Elk4	Emx1	Emx2	En1	Eomes	Epcam	Epha5	Epha7	Erf	Esrra	Esrrb	Esrrg	Esx1	Ets1	Ets2	Etv1	Etv2	Etv3	Etv4	Etv5	Etv6	Evx1	Eya1	Fabp7	Fbxl19	Fev	Fezf1	Fezf2	Fgf10	Fgf15	Fgf17	Fgf4	Fgf8	Fiz1	Fli1	Flywch1	Fos	Fosb	Fosl2	Foxa1	Foxa2	Foxa3	Foxb1	Foxc1	Foxc2	Foxd1	Foxd2	Foxd4	Foxf1	Foxg1	Foxh1	Foxi2	Foxi3	Foxj1	Foxj2	Foxj3	Foxk1	Foxk2	Foxl1	Foxl2	Foxm1	Foxn2	Foxn3	Foxn4	Foxo1	Foxo3	Foxo4	Foxp1	Foxp4	Foxq1	Foxr1	Foxr2	Fst	Fut9	Fzd10	Fzd4	Gabpa	Gadd45g	Gata1	Gata2	Gata3	Gata4	Gata5	Gata6	Gatad2a	Gatad2b	Gbx1	Gbx2	Gfi1b	Gli1	Gli2	Gli3	Glis1	Glis2	Glis3	Glmp	Glyr1	Gm10037	Gm21411	Gm28557	Gm38394	Gm3854	Gm42715	Gm4924	Gmeb1	Gmeb2	Gmnc	Gpbp1	Gpbp1l1	Grhl1	Grhl2	Grhl3	Gsc	Gsc2	Gsx1	Gtf2b	Gtf2i	Gtf2ird1	Gtf2ird2	Gtf3a	Gzf1	Hand1	Hand2	Hapln1	Has2	Hba-a1	Hba-x	Hbb-bh1	Hbb-bs	Hbp1	Hdx	Hes1	Hes2	Hes3	Hes5	Hes6	Hes7	Hesx1	Hey1	Hey2	Hhex	Hic2	Hif1a	Hif3a	Hinfp	Hivep1	Hivep2	Hivep3	Hlf	Hlx	Hmbox1	Hmg20a	Hmg20b	Hmga1	Hmga1b	Hmgn3	Hmx1	Hmx2	Hmx3	Hnf1a	Hnf1b	Hnf4a	Hoga1	Homez	Hoxa1	Hoxa10	Hoxa2	Hoxa3	Hoxa4	Hoxa5	Hoxa7	Hoxa9	Hoxb1	Hoxb2	Hoxb3	Hoxb4	Hoxb5	Hoxb6	Hoxb7	Hoxb8	Hoxb9	Hoxc10	Hoxc4	Hoxc5	Hoxc8	Hoxc9	Hoxd1	Hoxd13	Hoxd3	Hoxd4	Hoxd9	Hsd11b2	Hsf1	Hsf2	Hsf5	Id4	Ifitm3	Igfbp2	Ikzf1	Ikzf2	Ikzf4	Ikzf5	Insm1	Irf1	Irf2	Irf3	Irf5	Irf6	Irf8	Irf9	Irx1	Irx2	Irx3	Irx4	Irx5	Irx6	Isl1	Itga11	Itga2b	Itgb3	Jazf1	Jdp2	Jrk	Jrkl	Jun	Junb	Jund	Kat7	Kcmf1	Kcnip3	Kdm2a	Kdm2b	Kdm5b	Kdr	Kel	Kin	Klf1	Klf10	Klf11	Klf12	Klf13	Klf14	Klf15	Klf16	Klf2	Klf3	Klf4	Klf5	Klf6	Klf7	Klf8	Klf9	Kmt2a	Kmt2b	Krt18	Krt7	Krt8	L3mbtl1	L3mbtl3	Lamb1	Lbx1	Lbx2	Lcor	Lcorl	Lef1	Lefty1	Lefty2	Lhx1	Lhx2	Lhx3	Lhx5	Lhx8	Lhx9	Lin28a	Lin28b	Lin54	Lmx1a	Lmx1b	Lyl1	Maf	Mafb	Maff	Mafg	Mafk	Max	Maz	Mbd1	Mbd2	Mbd3	Mbd4	Mbd6	Mbnl2	Mecom	Mecp2	Mef2a	Mef2c	Mef2d	Meis1	Meis2	Meis3	Meox1	Mesp1	Mesp2	Metrnl	Mga	Mitf	Mixl1	Mkx	Mlx	Mlxip	Mlxipl	Mnt	Mnx1	Msantd1	Msantd3	Msantd4	Msx1	Msx2	Mterf1a	Mterf1b	Mterf2	Mterf3	Mterf4	Mtf1	Mtf2	Mxd1	Mxd3	Mxd4	Mxi1	Myb	Mybl1	Mybl2	Myc	Mycl	Mycn	Myh3	Myl4	Myl7	Mynn	Myod1	Mypop	Myrf	Myrfl	Mysm1	Myt1l	Mzf1	Nacc2	Naif1	Nanog	Ncoa1	Ncoa2	Ncoa3	Neb	Neurod1	Neurog1	Neurog2	Neurog3	Nfasc	Nfat5	Nfatc1	Nfatc2	Nfatc3	Nfatc4	Nfe2	Nfe2l1	Nfe2l2	Nfe2l3	Nfib	Nfic	Nfil3	Nfix	Nfkb1	Nfkb2	Nfx1	Nfxl1	Nfya	Nfyb	Nfyc	Nhlh1	Nhlh2	Nkrf	Nkx1-2	Nkx2-3	Nkx2-4	Nkx2-5	Nkx2-9	Nkx3-1	Nkx6-1	Nkx6-2	Nkx6-3	Nme2	Notch1	Noto	Npas1	Npas3	Npy	Nr0b1	Nr1d1	Nr1d2	Nr1h2	Nr1h3	Nr2c1	Nr2c2	Nr2f1	Nr2f2	Nr2f6	Nr3c1	Nr4a1	Nr4a2	Nr4a3	Nr5a1	Nr5a2	Nr6a1	Nrf1	Nrn1	Ntn1	Ntng1	Oca2	Olig1	Olig3	Onecut2	Onecut3	Osr1	Osr2	Otp	Otx1	Otx2	Ovol1	Ovol2	Pa2g4	Patz1	Pax2	Pax3	Pax5	Pax6	Pax7	Pax8	Pax9	Pbx1	Pbx2	Pbx3	Pbx4	Pcbp3	Pcdh19	Pcgf2	Pcgf6	Pcsk1n	Pdgfra	Pdx1	Pecam1	Peg3	Pgr	Phf1	Phf19	Phf20	Phf21a	Phox2a	Phox2b	Pin1	Pitx1	Pitx2	Pknox1	Pknox2	Plag1	Plagl1	Plagl2	Plscr1	Plscr2	Plxna4	Pmp22	Pogk	Pou2f1	Pou2f2	Pou2f3	Pou3f1	Pou3f2	Pou3f4	Pou4f1	Pou4f2	Pou5f1	Pou5f2	Pou6f1	Pou6f2	Ppard	Prdm1	Prdm10	Prdm12	Prdm13	Prdm15	Prdm16	Prdm2	Prdm4	Prdm5	Prdm6	Preb	Prmt3	Prmt8	Prox1	Prox2	Prr12	Prrx1	Prrx2	Prtg	Ptf1a	Ptprr	Pura	Purb	Purg	Rab5a	Rara	Rarb	Rarg	Rax	Rbak	Rbck1	Rbpj	Rbsn	Rel	Rela	Relb	Repin1	Rest	Rexo4	Rfx1	Rfx2	Rfx3	Rfx4	Rfx5	Rfx6	Rfx7	Rfx8	Rhox5	Rlf	Ror1	Rora	Rorc	Rreb1	Rsl1	Rslcan18	Runx1	Runx2	Runx3	Rxra	Rxrb	Rxrg	Safb	Safb2	Sall1	Sall2	Sall3	Sall4	Satb1	Satb2	Scmh1	Scml4	Scrt1	Scrt2	Scx	Setbp1	Setdb1	Setdb2	Sfrp1	Sfrp5	Sgsm2	Shh	Shox2	Six1	Six2	Six3	Six4	Six5	Ski	Skil	Skor1	Slc1a3	Slc2a3	Slit1	Slit2	Slit3	Smad1	Smad3	Smad4	Smad5	Smad9	Smyd3	Snai1	Snai2	Snapc2	Snapc4	Snapc5	Snca	Sohlh2	Son	Sostdc1	Sox1	Sox10	Sox11	Sox12	Sox13	Sox14	Sox15	Sox17	Sox18	Sox2	Sox21	Sox3	Sox30	Sox4	Sox5	Sox6	Sox7	Sox8	Sox9	Sp1	Sp2	Sp3	Sp4	Sp5	Sp6	Sp7	Sp8	Sp9	Sparc	Spdef	Spen	Spi1	Srcap	Srebf1	Srebf2	Srf	Stat1	Stat2	Stat3	Stat4	Stat5a	Stat5b	Stat6	Syt13	T	Tac2	Tal1	Tal2	Tbp	Tbpl1	Tbr1	Tbx1	Tbx10	Tbx18	Tbx2	Tbx20	Tbx22	Tbx3	Tbx4	Tbx5	Tbx6	Tcf12	Tcf15	Tcf20	Tcf21	Tcf24	Tcf3	Tcf4	Tcf7	Tcf7l1	Tcf7l2	Tcfl5	Tdo2	Tead1	Tead2	Tead3	Tead4	Tef	Terb1	Terf1	Terf2	Tet1	Tet2	Tet3	Tfap2a	Tfap2c	Tfap4	Tfcp2	Tfcp2l1	Tfdp1	Tfdp2	Tfe3	Tfeb	Tfec	Tgfb2	Tgif1	Tgif2	Thap1	Thap11	Thap12	Thap2	Thap3	Thap4	Thap7	Thra	Thyn1	Tiam2	Tigd2	Tigd3	Tigd4	Tigd5	Tlx2	Tlx3	Tmf1	Tnnt2	Topors	Tpm2	Trafd1	Trp53	Trp73	Trpm1	Trpm3	Trps1	Tsc22d1	Tshz1	Tshz2	Tshz3	Tspan8	Ttf1	Ttr	Twist1	Twist2	Ubp1	Uncx	Usf1	Usf2	Usf3	Utf1	Vax1	Vax2	Vezf1	Vsx1	Vsx2	Wiz	Wnt3	Wnt5a	Wnt6	Wt1	Xbp1	Xpa	Ybx1	Ybx2	Ybx3	Yy1	Zbed3	Zbed4	Zbed5	Zbtb1	Zbtb10	Zbtb11	Zbtb12	Zbtb14	Zbtb16	Zbtb17	Zbtb18	Zbtb2	Zbtb20	Zbtb21	Zbtb22	Zbtb24	Zbtb25	Zbtb26	Zbtb3	Zbtb32	Zbtb33	Zbtb34	Zbtb37	Zbtb38	Zbtb39	Zbtb4	Zbtb40	Zbtb41	Zbtb42	Zbtb43	Zbtb44	Zbtb45	Zbtb46	Zbtb48	Zbtb49	Zbtb5	Zbtb6	Zbtb7a	Zbtb7b	Zbtb7c	Zbtb8a	Zbtb8b	Zc3h8	Zeb1	Zeb2	Zfat	Zfhx2	Zfhx3	Zfhx4	Zfp1	Zfp105	Zfp108	Zfp109	Zfp11	Zfp110	Zfp112	Zfp114	Zfp12	Zfp128	Zfp13	Zfp131	Zfp14	Zfp141	Zfp142	Zfp143	Zfp146	Zfp148	Zfp160	Zfp169	Zfp174	Zfp180	Zfp182	Zfp189	Zfp2	Zfp202	Zfp207	Zfp212	Zfp213	Zfp217	Zfp219	Zfp235	Zfp236	Zfp239	Zfp24	Zfp248	Zfp251	Zfp260	Zfp263	Zfp266	Zfp273	Zfp276	Zfp277	Zfp28	Zfp280b	Zfp280c	Zfp280d	Zfp281	Zfp282	Zfp286	Zfp287	Zfp292	Zfp296	Zfp3	Zfp30	Zfp316	Zfp317	Zfp318	Zfp319	Zfp322a	Zfp324	Zfp326	Zfp329	Zfp334	Zfp335	Zfp341	Zfp346	Zfp354a	Zfp354b	Zfp354c	Zfp358	Zfp362	Zfp365	Zfp367	Zfp369	Zfp37	Zfp382	Zfp383	Zfp384	Zfp385a	Zfp385b	Zfp385c	Zfp386	Zfp39	Zfp395	Zfp397	Zfp398	Zfp407	Zfp408	Zfp41	Zfp410	Zfp414	Zfp42	Zfp420	Zfp422	Zfp423	Zfp426	Zfp428	Zfp429	Zfp438	Zfp444	Zfp445	Zfp446	Zfp449	Zfp451	Zfp454	Zfp455	Zfp456	Zfp459	Zfp46	Zfp462	Zfp467	Zfp469	Zfp473	Zfp493	Zfp503	Zfp507	Zfp511	Zfp512	Zfp512b	Zfp513	Zfp516	Zfp518a	Zfp518b	Zfp521	Zfp523	Zfp524	Zfp526	Zfp532	Zfp534	Zfp536	Zfp551	Zfp553	Zfp558	Zfp560	Zfp566	Zfp57	Zfp574	Zfp575	Zfp579	Zfp58	Zfp580	Zfp583	Zfp59	Zfp592	Zfp595	Zfp597	Zfp598	Zfp60	Zfp605	Zfp606	Zfp607a	Zfp607b	Zfp608	Zfp609	Zfp61	Zfp612	Zfp618	Zfp62	Zfp623	Zfp626	Zfp628	Zfp629	Zfp637	Zfp639	Zfp64	Zfp644	Zfp646	Zfp647	Zfp65	Zfp651	Zfp652	Zfp653	Zfp654	Zfp655	Zfp661	Zfp664	Zfp667	Zfp668	Zfp672	Zfp687	Zfp688	Zfp689	Zfp69	Zfp691	Zfp692	Zfp697	Zfp7	Zfp703	Zfp704	Zfp706	Zfp711	Zfp712	Zfp719	Zfp72	Zfp729a	Zfp729b	Zfp738	Zfp74	Zfp740	Zfp746	Zfp748	Zfp750	Zfp759	Zfp760	Zfp763	Zfp764	Zfp768	Zfp770	Zfp771	Zfp772	Zfp773	Zfp777	Zfp78	Zfp780b	Zfp784	Zfp786	Zfp787	Zfp790	Zfp791	Zfp800	Zfp82	Zfp820	Zfp821	Zfp827	Zfp830	Zfp84	Zfp85	Zfp850	Zfp865	Zfp87	Zfp872	Zfp874a	Zfp874b	Zfp879	Zfp9	Zfp90	Zfp91	Zfp92	Zfp93	Zfp94	Zfp941	Zfp942	Zfp943	Zfp944	Zfp945	Zfp946	Zfp947	Zfp953	Zfp954	Zfp956	Zfp961	Zfp974	Zfp979	Zfp984	Zfp985	Zfp987	Zfp988	Zfp989	Zfp990	Zfp991	Zfp992	Zfp993	Zfp994	Zfp995	Zfpm1	Zfpm2	Zfx	Zgpat	Zhx1	Zhx2	Zhx3	Zic1	Zic2	Zic3	Zic4	Zic5	Zik1	Zkscan1	Zkscan14	Zkscan16	Zkscan17	Zkscan2	Zkscan3	Zkscan4	Zkscan5	Zkscan6	Zkscan7	Zkscan8	Zmat1	Zmat4	Zscan10	Zscan12	Zscan18	Zscan2	Zscan20	Zscan21	Zscan22	Zscan26	Zscan29	Zup1	Zxdc	Zzz3
E7.75	E775_Caudal_neurectoderm	Caudal_neurectoderm	-2.21	0.84	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	2.6	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	2	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	2	0	0	0	2.6	0	0	2	0	2.6	0	2	2	0	0	2	0	0	2	3.4	2	2.6	0	0	2.6	2	2	0	0	0	0	2	3.8	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	3	0	0	0	0	0	2.6	3	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	2	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	2.6	0	0	0	0	0	0	0	0	0	2.6	0	2	0	0	0	0	0	0	0	0	0	2.6	0	0	3	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3.9	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3.6	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	2	2.6	0	2	0	0	0	0	0	3.2	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2.6	0	0	2	0	0	0	0	0	2	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	2	0	0	2.6	0	0	3.4	0	0	0	2	0	0	0	0	0	3.2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	2	0	0	0	0	0	0	0	3	0	0	2	0	0	2	0	2	0	0	0	2.6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4.3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3.2	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	2.6	0	0	2	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	3.2	0	0	0	2	0	0	2	0	2	0	0	2	0	2	0	0	2	0	0	0	3	0	0	0	0	0	0	2	0	2	0	3.2	0	0	0	0	0	0	0	0	0	2.6	0	0	0	2	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	2.6	0	0	0	0	0	0	3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2.6	0	0	0	0	2.6	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	0	0	2.6	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2.6	0	0	0	0	0	0	0	2	0	6.2	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.1	0	0	0	2	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2.6	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	0	0	2	0	0	0	0	0	2.6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0
E7.75	E775_Caudal_neurectoderm	Caudal_neurectoderm	1.46	-2.33	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	2.3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	2.3	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2.3	0	2.3	0	2.3	3.3	0	0	0	0	0	3	3.3	2.3	3.3	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2.3	0	0	0	2.3	2.3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	2.3	0	0	0	0	0	0	0	0	0	2.3	0	0	3	0	0	0	0	0	0	0	0	3.8	2.3	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2.3	2.3	0	3.3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	2.3	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	2.3	0	0	0	0	0	0	0	0	0	2.3	0	0	2.3	2.3	0	0	0	2.3	0	0	2.3	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	2.3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	2.3	2.3	0	0	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	2.3	0	2.3	0	0	0	0	0	0	0	2.3	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	2.3	0	0	0	0	0	0	0	2.3	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	2.3	0	0	3.3	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	3	0	2.3	0	3	0	0	0	0	0	0	2.3	0	2.3	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	3.3	0	0	0	0	0	0	2.3	3	0	0	0	0	2.3	0	2.3	0	0	0	0	0	0	0	3.3	0	0	0	0	0	2.3	0	0	2.3	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	2.3	2.3	0	3.3	0	0	0	0	2.3	0	0	0	0	0	2.3	0	0	2.3	0	0	2.3	0	0	0	0	2.3	0	0	0	0	0	2.3	0	0	2.3	6.3	0	3	0	0	2.3	0	0	0	0	2.3	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	2.3	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	3	0	0	2.3	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	2.3	2.3	0	0	0	2.3	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2.3	0	0	0
