day	Anno	celltype	UMAP_1	UMAP_2	Arid3a	Bcl11a	Bmp4	Cdx1	Cdx2	Cdx4	Eomes	Etv2	Fos	Foxb1	Foxc2	Foxf1	Foxo4	Fzd4	Gata4	Gata6	Gbx2	Gsc	Hand1	Hand2	Hes1	Hes7	Hmga1	Hoxa1	Hoxa2	Hoxa3	Hoxa5	Hoxb1	Hoxb2	Hoxb4	Hoxb5	Hoxb6	Hoxb8	Hoxb9	Hoxc4	Hoxd1	Hoxd4	Hoxd9	Irf1	Irx1	Irx5	Isl1	Klf5	Klf6	Lef1	Lhx1	Lin28a	Meis2	Meox1	Mesp1	Mesp2	Mixl1	Msx1	Msx2	Myc	Nr6a1	Osr1	Otx2	Pax2	Peg3	Pin1	Pou5f1	Prdm6	Prrx1	Prrx2	Rxrg	Six2	Sox4	Sox9	Sp5	Tbx20	Tbx3	Tbx6	Tcf7l2	Tgif1	Ybx1	Zfp503	Zfp703	Zic3	Zic5
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.8	-3.3	0	0	0	0	3.5	1.8	0	0	0	0	0	3.1	0	0	0	0	1.8	0	4.3	0	3.1	0	0	0	0	0	0	3.5	3.3	0	0	0	0	0	0	0	0	1.8	1.8	0	0	3.3	0	0	2.5	0	2.5	0	0	4.4	0	3.9	3.6	2.5	0	0	0	0	0	3.1	3.8	3.6	1.8	0	0	0	0	3.5	0	1.8	1.8	0	0	0	2.5	6.2	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-4.56	2.8	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	2.1	0	0	2.7	0	4.3	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	3.4	0	2.1	0	3.7	0	0	3.1	3.1	0	0	0	2.1	0	3.4	3.7	2.7	2.1	0	0	0	0	3.1	2.1	0	0	2.1	0	0	3.7	6.2	0	0	2.7	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.14	-2.39	0	2.1	2.1	0	3.6	0	0	0	0	0	0	3.9	0	0	0	0	0	0	4.5	0	3.1	0	3.1	0	0	0	0	3.8	2.7	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	2.7	2.7	0	2.1	2.7	0	4.4	0	3.1	2.7	3.1	2.1	2.1	0	0	0	3.4	3.1	3.8	0	0	2.1	0	0	3.1	0	0	0	2.1	0	2.1	2.7	6.5	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	3.31	-3.03	1.9	0	0	1.9	0	0	0	2.9	0	0	0	2.9	0	0	0	0	1.9	0	4.1	0	0	0	0	0	0	0	0	2.5	3.5	0	0	0	0	0	0	0	0	0	0	0	0	3.1	0	1.9	2.9	1.9	0	0	0	4.9	0	2.5	0	3.3	0	0	0	0	0	3.3	3.8	3.5	1.9	0	0	0	0	2.5	0	2.5	0	0	0	1.9	3.1	5.8	0	0	1.9	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.07	-2.27	2	0	3	0	3.8	3.5	0	2	2.6	0	0	3.3	2	0	0	0	0	0	4.8	0	2	0	0	0	0	0	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	2	3	0	2	2	0	4.2	0	0	3.3	2	2	0	0	0	0	3	4.1	3	2	0	0	0	0	3.7	0	0	0	2	2.6	0	0	6	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-4.19	2.44	0	0	0	0	0	0	3.2	4.9	0	0	0	3.2	0	0	3.2	2.5	0	0	3.6	0	3.2	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	2.5	1.9	1.9	0	0	0	3.7	0	1.9	1.9	0	2.5	2.5	0	0	0	2.5	3.4	2.5	1.9	0	1.9	1.9	0	0	0	0	1.9	2.5	0	0	1.9	6.1	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-0.47	1.43	0	0	0	0	2.2	2.2	0	0	0	0	0	4.2	0	2.2	2.2	0	0	0	4.5	0	2.8	0	2.2	2.2	0	0	0	3.5	3.5	0	0	0	0	0	0	2.2	0	0	0	0	0	0	0	0	3.5	0	0	2.2	0	4	0	0	2.2	3.5	2.2	0	0	0	0	3.5	4	3.5	0	2.2	0	0	0	3.2	0	0	0	3.2	0	0	0	6	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	1.69	-0.9	2.1	0	2.7	0	4.1	3.9	0	0	0	0	0	3.1	0	0	0	0	0	0	4.9	0	2.1	0	0	0	0	0	0	3.1	2.7	0	0	0	0	0	0	0	0	3.1	0	0	0	3.1	0	0	3.1	0	2.1	2.1	0	4.4	0	2.1	3.6	3.1	2.1	2.1	2.1	0	0	2.7	3.8	3.6	2.1	0	2.1	0	0	2.1	0	0	0	0	0	0	2.7	5.9	2.1	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-1.52	3.5	2.7	0	0	0	0	0	2.7	0	0	0	0	3.9	0	0	0	2.1	0	0	3.9	2.1	3.4	0	2.7	0	0	0	0	0	2.1	0	0	0	0	0	0	0	0	0	2.1	0	0	0	0	2.1	2.1	0	2.1	2.1	0	4.2	0	0	2.1	3.1	0	0	0	0	0	2.7	3.9	2.1	0	0	0	0	0	0	0	0	0	2.1	0	0	2.7	5.8	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	1.48	-3.43	0	0	3.7	1.9	2.5	0	0	0	0	0	0	0	0	0	0	1.9	0	0	4.5	1.9	2.8	0	3.1	0	0	0	0	3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	1.9	2.5	0	4.7	0	3.1	2.5	2.8	0	0	0	0	0	3.8	3.5	4.1	0	0	0	0	0	1.9	0	2.5	1.9	0	0	1.9	2.8	6	0	2.5	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	4.14	-0.34	2.3	2.3	0	2.3	3.6	2.9	0	0	0	0	0	3.3	0	0	2.3	0	0	0	4	0	2.3	2.3	3.3	2.9	0	0	0	2.9	4	0	0	0	0	0	0	2.3	0	2.3	0	0	0	2.3	0	0	2.9	0	3.3	0	0	3.8	0	2.9	2.3	2.3	2.3	0	0	0	0	3.8	4.1	4.4	2.3	0	0	2.3	0	0	0	2.3	0	2.3	0	0	3.6	6.1	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-3.01	2.91	0	0	1.9	0	0	0	2.9	3.8	0	0	0	0	0	0	0	2.9	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	2.5	0	1.9	2.9	0	0	0	0	3.6	0	0	2.5	0	2.9	1.9	0	0	0	3.2	3.9	3.2	1.9	0	0	1.9	0	2.5	0	0	0	0	0	0	1.9	6.1	0	0	0	1.9
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-4.2	-2.33	2	0	3.3	2	3.5	0	2	3.7	0	0	0	2	0	0	0	0	0	0	4.2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	2	2.6	0	2.6	0	0	4	0	2	3	3.3	2.6	2	0	0	0	3	4.3	3	0	0	0	0	0	2	0	0	0	2.6	0	0	0	6.1	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-3.68	3.75	1.8	0	0	0	0	0	2.4	0	0	0	0	0	0	0	2.4	1.8	0	0	2.8	1.8	2.8	0	3.3	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	1.8	0	1.8	0	0	4.4	0	0	2.8	2.4	0	0	0	0	0	3.1	4.2	2.8	1.8	0	0	0	0	0	0	0	1.8	0	0	1.8	2.8	5.9	0	0	0	1.8
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-3.12	-1.98	1.4	0	3.6	0	2.3	0	2.6	2.3	0	0	0	3.8	1.4	0	2.3	1.4	0	0	4	1.4	2.3	0	3.6	0	0	0	0	1.9	1.4	0	0	0	0	0	0	1.9	0	0	1.4	0	0	1.9	0	2.3	0	0	2.8	0	0	4	0	0	1.9	2.6	1.9	1.4	0	0	0	3.2	4.1	2.9	1.4	0	1.4	0	1.4	1.9	1.4	1.4	1.4	1.4	0	1.4	1.9	6.1	0	0	1.4	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	1.89	2.69	0	0	1.8	2.8	3.6	3.1	0	0	0	0	0	3.5	2.8	0	2.4	1.8	1.8	0	2.8	0	1.8	0	3.3	3.1	0	0	2.4	3.3	2.8	0	0	0	0	0	0	0	0	1.8	0	0	0	2.4	0	0	1.8	3.3	1.8	3.5	0	3.6	0	3.3	0	0	1.8	0	0	0	0	3.5	4	4.2	0	0	1.8	0	0	3.1	0	2.4	0	0	0	0	3.3	6.1	0	1.8	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-2.13	-1.6	2	0	2	0	2.7	0	0	3	2.7	0	0	4	0	2	0	2	0	0	3.7	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	3.3	0	2	2.7	0	0	0	0	3.5	0	0	0	2	3	0	0	0	0	3.9	3.3	3	0	0	0	0	0	3	0	0	2	0	0	2	0	5.9	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-2.82	-1.22	0	0	2.4	0	1.8	0	0	0	0	0	0	4.4	0	0	0	1.8	0	0	4.5	0	1.8	0	3.9	1.8	0	0	0	0	1.8	0	0	0	0	0	0	1.8	0	0	0	0	0	3.1	0	3.1	3.1	0	1.8	2.4	0	1.8	0	1.8	1.8	3.6	1.8	0	0	0	0	2.8	4	2.4	0	0	0	0	0	1.8	0	0	0	0	1.8	2.4	1.8	6.2	0	1.8	0	1.8
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-2.6	0.12	1.1	0	0	0	0	0	2.4	4.3	1.1	0	0	3.4	1.1	0	2.4	2.2	0	1.6	3.1	0	1.9	0	3.6	0	0	0	0	0	1.6	0	0	0	0	0	0	1.1	0	0	0	1.1	0	1.1	0	0	1.9	0	1.6	1.1	0	3.6	1.1	1.6	3.5	2.7	2.4	1.1	0	0	0	2.9	4.3	3	1.1	0	0	1.1	0	2.2	0	2.7	1.1	2.2	0	0	2.2	6	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	3.85	2.35	1.4	0	2.6	2	3	2	0	0	0	0	0	3.4	0	0	2.3	1.4	2.3	0	4.2	0	2	0	2.8	2	2.6	0	0	3.6	3.6	0	0	0	0	0	0	0	0	0	1.4	0	0	2.6	0	0	2.6	1.4	1.4	1.4	0	4.8	2.6	1.4	0	2.3	1.4	0	0	0	0	3	3.7	4.1	1.4	0	1.4	1.4	0	3.3	0	3.1	0	0	0	0	2.6	6	1.4	1.4	2.6	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-0.05	-3.11	1.6	0	2.8	2.2	2.8	2.8	0	0	0	0	0	3.9	0	0	1.6	0	0	0	4.5	0	2.8	0	3.3	1.6	0	0	0	1.6	2.5	1.6	0	0	0	0	0	1.6	0	1.6	1.6	0	0	1.6	0	0	1.6	0	1.6	1.6	0	4.1	0	0	3	3.7	0	0	0	0	0	3.6	4.5	3.8	0	0	0	0	0	2.2	0	0	0	0	0	1.6	2.5	5.9	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	1.76	-1.27	0	0	1.8	0	3.7	3.3	0	2.4	1.8	0	0	3.3	0	0	0	0	0	0	4.3	0	3.7	0	3.9	2.4	2.4	0	0	2.8	3.1	0	0	0	0	0	0	0	0	1.8	0	0	0	3.1	0	0	3.1	0	0	1.8	0	3.7	0	1.8	2.4	2.8	0	1.8	1.8	0	0	3.1	3.7	3.9	1.8	0	1.8	1.8	0	2.4	0	0	0	1.8	0	0	3.1	6.4	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-4.51	1.76	0	0	2.2	0	0	0	1.9	1.3	0	0	0	3.1	1.9	0	1.3	2.5	0	0	3	1.3	2.2	0	3.5	0	0	0	0	0	2.5	1.3	0	0	0	0	0	2.7	0	1.3	0	1.3	1.3	0	0	2.7	1.9	1.9	2.5	0	0	3.8	2.9	1.3	2.7	1.3	1.3	1.3	0	1.3	0	3.1	4	2.7	1.9	0	0	0	1.3	3	2.2	0	0	1.3	0	1.3	1.9	6.3	0	0	0	1.9
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-1.3	2.76	0	0	2.4	0	0	0	0	1.8	0	0	0	3.6	0	0	1.8	2.4	0	0	3.1	0	2.8	0	3.5	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	1.8	1.8	0	0	1.8	0	3.9	0	1.8	3.5	3.1	1.8	0	0	0	0	2.4	3.8	2.8	2.4	0	0	0	0	1.8	0	1.8	1.8	2.8	0	1.8	1.8	5.9	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-1.41	2.88	0	0	2.5	0	2.9	2.5	0	0	0	0	0	3.5	1.9	0	0	0	1.9	0	4.2	0	1.9	0	2.5	1.9	1.9	1.9	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	0	1.9	0	2.5	1.9	0	4.2	2.5	0	2.5	2.9	1.9	0	0	0	0	3.1	3.5	3.4	1.9	1.9	0	0	0	2.9	0	0	1.9	0	0	0	2.5	5.9	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-1.13	2.36	2.4	0	2.8	0	3.3	0	0	1.8	0	0	0	3.7	0	0	0	1.8	2.8	0	3.9	2.8	1.8	0	3.6	1.8	0	0	0	2.4	2.8	0	0	2.4	0	0	0	0	2.4	2.4	0	0	0	1.8	0	1.8	2.4	1.8	1.8	1.8	0	3.3	0	0	2.8	1.8	3	0	1.8	0	0	2.4	3.8	2.8	0	0	0	0	0	0	0	0	0	0	0	0	1.8	6.2	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-2.38	-1.84	0	0	1.7	2.3	0	0	0	3.1	2.7	0	0	3.9	0	0	0	0	0	0	4.6	0	4	0	3.9	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	1.7	0	2.3	0	0	3.1	0	3.3	3.7	3.1	2.3	0	0	0	0	3.1	4.3	3.1	1.7	0	0	0	2.3	2.9	0	0	0	2.7	0	0	0	6.2	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-4.45	3.66	0	0	0	0	0	0	2.9	2.6	1.6	0	0	2.6	0	0	2.2	1.6	0	0	2.9	1.6	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	3.4	1.6	0	0	4	1.6	0	0	1.6	0	0	0	1.6	0	2.2	4.4	2.2	1.6	0	0	0	1.6	0	0	0	0	1.6	0	1.6	2.2	6	0	0	0	2.2
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-2.74	-3.58	0	0	2.8	0	3.5	1.4	0	2	0	0	0	3	0	0	1.4	2	0	0	5	0	3	0	3.1	0	0	0	0	2	1.4	0	0	1.4	0	0	0	2	1.4	0	0	0	0	2	0	2.3	2	0	2.3	0	0	0	0	1.4	2.3	3	2.8	0	0	0	0	3.3	4.1	3.4	0	0	0	0	1.4	2.6	0	0	0	2	0	0	0	5.8	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-2.8	3.82	1.5	1	0	0	1	0	1	3.5	1.9	0	2.1	3.3	1.9	1.5	2.1	2.1	0	1	3.6	2.3	2.6	0	3.7	0	1	0	0	0	2.1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2.1	2.9	2.6	2.1	0	0	3.9	2.3	2.1	2.3	1.5	1.5	0	0	0	0	2.9	3.9	3.6	2.1	0	0	1	0	2.6	1.5	2.7	0	1	1.5	1.5	2.8	6.1	0	1	0	1
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-0.79	3.36	0	0	2.7	0	0	0	0	0	0	0	0	2.3	1.7	0	1.7	1.7	0	0	0	2.7	2.3	0	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3	2.9	0	0	1.7	0	2.9	0	0	2.3	0	0	0	0	2.3	0	2.9	4	2.3	0	0	1.7	1.7	0	2.3	0	2.7	0	1.7	0	0	1.7	6	0	1.7	2.9	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-3.63	-1.79	0	1.1	3.3	0	0	0	2.6	2	0	0	2	1.7	0	0	0	1.7	0	0	2.8	0	2.8	0	3.4	2.2	0	0	0	1.7	0	0	0	0	0	0	0	1.1	0	0	0	1.1	0	1.1	2.4	2.2	2.6	1.7	1.7	2	0	4	1.7	1.7	1.1	2	2	1.7	0	0	0	3.2	4.1	3.5	0	0	1.7	1.1	0	2.4	0	2.4	0	0	0	0	2.2	6.2	0	0	2	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-2.86	-2.91	1.5	0	3.3	1.5	3.7	2.5	0	0	0	0	0	2.1	2.1	0	1.5	1.5	0	0	5	1.5	3.1	0	2.9	0	0	0	0	0	2.1	0	0	1.5	0	0	0	0	0	0	1.5	0	0	0	0	1.5	2.1	0	2.5	0	0	1.5	0	1.5	3.8	3.9	1.5	0	0	0	0	2.5	4.1	3.9	2.5	0	1.5	0	0	2.9	1.5	1.5	0	2.1	0	0	1.5	6.2	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	0.03	0.92	0	0	2	0	2.6	0	2	2	0	0	0	5	0	0	2	0	0	0	4.6	0	2.6	0	3.6	0	0	0	0	3.5	2	2	0	0	0	0	0	2.6	0	0	2	0	0	0	0	0	2	0	0	2	0	0	0	0	2	3.3	0	0	0	0	2	3.8	4.1	3	2	0	0	0	2	0	0	0	0	0	0	0	2	5.8	0	0	0	2
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-1.84	-4.1	2.4	0	3.3	0	4	1.5	0	2.4	0	0	0	4	2	0	1.5	1.5	0	0	4.9	1.5	2	0	2.6	0	0	0	0	0	2.6	0	0	2.6	0	0	0	2.4	0	3	0	0	0	2.4	0	1.5	2.6	0	2	0	0	3.4	0	0	3.7	3.4	3.4	0	0	0	0	2.9	3.8	3.3	1.5	0	1.5	0	0	3.2	0	1.5	0	0	0	0	0	6	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-3.58	2.68	1.3	1.3	2.7	0	0	0	0	1.3	0	0	1.9	2.9	1.9	0	1.3	2.5	0	0	4	0	1.3	0	3.4	0	0	0	0	1.3	1.3	1.9	0	0	0	0	0	0	0	0	0	1.9	1.9	1.3	0	1.9	2.5	2.5	1.9	0	0	3.5	0	0	2.7	2.9	1.9	1.3	0	1.9	0	3.2	3.5	2.7	1.9	0	0	0	0	2.5	0	1.3	0	0	0	2.2	2.5	6.1	0	0	2.2	1.3
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.46	-2.81	0	1.7	2.3	0	2.3	1.7	0	1.7	0	0	0	3.3	0	0	2.3	0	1.7	0	4.4	0	1.7	0	2.3	2.3	1.7	0	0	2.9	2.3	0	0	0	0	0	0	0	0	2.3	0	0	0	2.7	0	0	2.9	0	0	1.7	0	4	0	2.3	1.7	3.3	1.7	1.7	0	0	0	2.9	2.7	4.1	0	0	1.7	0	0	2.7	0	0	0	2.7	0	1.7	2.9	6.1	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-3.62	-1.34	1.8	0	2.8	1.8	1.8	0	0	3.8	1.8	0	0	1.8	0	0	1.8	0	0	0	0	0	3.3	0	3.3	1.8	1.8	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3	0	0	3.1	0	0	0	0	3.1	0	1.8	0	0	3.6	4.2	2.8	0	0	0	0	0	1.8	0	0	1.8	0	1.8	0	1.8	6	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-0.48	2.61	0	0	0	0	0	0	2.3	3.7	0	0	0	3.3	0	0	1.7	1.7	0	0	3.2	0	3.3	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	1.7	0	1.7	1.7	0	0	4	0	0	0	0	2.9	1.7	0	0	0	3.3	2.7	2.3	1.7	0	1.7	0	0	0	1.7	0	0	0	0	0	1.7	6	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-0.84	-1.53	0	0	2.5	1.9	1.9	1.9	0	0	0	0	0	1.9	1.9	0	2.5	0	1.9	0	3.9	0	1.9	0	3.2	1.9	0	0	0	1.9	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	1.9	1.9	0	0	0	0	3.2	0	0	3.6	3.4	3.2	0	0	0	0	0	4	3.4	0	0	0	1.9	0	1.9	0	0	0	1.9	0	1.9	0	6.1	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	2.47	3.25	1.9	1.9	0	0	0	0	2.5	1.9	0	0	2.5	1.9	0	0	2.5	1.9	0	0	0	0	2.5	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	3.1	3.1	1.9	0	0	4	0	1.9	2.5	1.9	1.9	0	0	0	0	3.5	3.4	3.4	0	0	0	1.9	0	2.9	0	0	1.9	0	0	1.9	3.1	6.2	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-1.92	0.46	0	0	3.5	0	2.4	0	0	1.7	1.7	0	0	3	1.7	0	1.7	1.7	0	0	3.9	0	0	0	3.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	3	0	2.4	0	0	0	0	0	0	2.7	2.4	1.7	0	0	0	0	3.8	4.7	0	1.7	0	0	0	0	1.7	0	1.7	0	0	0	0	0	5.8	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-1.47	2.68	0	0	2.4	0	0	0	2.1	0	0	0	0	3.8	0	0	2.1	1.5	1.5	0	3.2	0	3.1	0	3.5	0	0	0	0	1.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	2.4	0	2.1	2.7	0	5.1	0	2.7	3.6	3.1	0	1.5	0	0	0	4	4	3.4	1.5	0	2.1	0	0	1.5	0	2.9	0	1.5	0	0	2.7	5.8	0	0	1.5	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-1.08	1.37	1.4	0	0	0	0	0	3.3	3.1	2.5	0	0	1.4	0	0	2.3	2.3	0	1.4	2.9	0	3.6	0	3.3	0	0	0	0	1.4	2.3	0	0	0	0	0	0	0	0	0	0	0	0	1.4	0	0	1.4	2.3	2.3	0	0	4.4	0	1.4	0	2.3	2.7	1.9	1.4	0	0	3.3	3.9	3.7	1.4	0	1.4	0	1.4	2.3	1.4	1.4	0	1.4	0	0	2.3	6.1	0	0	0	1.4
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	0.3	-3.22	0	0	0	1.7	1.7	3	0	0	0	0	0	3	0	0	0	0	0	0	4.1	0	2.7	0	3.2	0	0	0	0	1.7	0	0	0	0	0	0	0	1.7	0	0	0	0	0	2.7	0	0	2.3	0	2.3	2.3	0	3.9	0	1.7	2.3	2.7	0	0	0	0	0	1.7	4.3	4.3	1.7	0	0	0	0	1.7	0	1.7	0	0	1.7	1.7	1.7	6.1	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-3.99	-2.42	1.7	0	2.7	0	1.7	0	2.7	3.1	0	0	0	1.7	0	0	2.3	2.3	0	0	2.3	0	2.3	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7	0	0	0	0	2.9	0	0	0	1.7	0	1.7	0	1.7	2.9	2.9	0	0	0	0	0	2.9	4.1	2.7	1.7	0	0	0	0	1.7	0	0	0	2.9	0	0	1.7	6	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	1.29	-3.2	1.6	0	2.2	0	1.6	0	2.2	1.6	0	0	0	3.9	0	1.6	1.6	0	0	0	4.3	1.6	4	0	3.2	3	1.6	0	0	3.6	2.8	1.6	0	0	0	0	0	0	0	0	1.6	0	0	3	0	1.6	2.2	0	2.6	2.8	0	4.8	0	2.2	3	4.1	2.2	0	0	0	0	3.4	4.2	3.7	0	0	0	0	1.6	3.2	0	1.6	0	2.6	0	1.6	1.6	6.3	0	1.6	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-3.45	3.66	0	0	0	0	0	0	2.8	2.6	1.4	0	0	1.9	1.4	0	1.4	1.9	0	0	3.3	0	1.4	0	3.2	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	1.4	1.9	0	0	1.4	0	1.9	1.9	0	3.3	0	0	1.4	1.9	1.4	0	0	1.4	0	2.8	4.2	2.8	1.4	0	0	0	0	2.9	0	1.9	0	1.4	0	0	2.3	6.3	0	0	1.4	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-1.94	-2.44	0	0	3.2	0	3.5	0	0	2.7	0	0	0	3.4	2.4	0	1.8	1.8	0	0	4.8	0	3.8	0	2.7	2.4	0	0	0	0	3.2	0	0	0	0	0	0	2.4	0	1.8	0	0	0	0	0	2.4	1.8	0	1.8	1.8	0	1.8	0	0	3.2	3.7	4	1.8	0	0	0	3.2	3.8	3	1.8	0	0	0	0	2.4	1.8	1.8	0	0	0	0	1.8	5.8	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-1.25	-0.18	0	0	2.2	0	1.6	3.2	0	0	0	0	0	3.7	0	1.6	1.6	0	0	0	3.8	0	3.5	0	1.6	0	1.6	0	0	3.1	2.2	0	0	0	0	0	0	0	0	0	1.6	0	0	1.6	0	1.6	2.8	0	0	0	0	3.2	0	1.6	2.2	2.6	0	0	0	0	0	2.8	3.7	3.2	0	1.6	0	0	0	3.1	0	1.6	1.6	0	0	0	2.6	6.1	0	0	0	2.2
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	1.32	-4.31	0	0	3.5	0	3.2	3.9	0	0	0	0	0	3.2	0	0	0	0	0	0	4.2	0	2.2	0	3.5	2.2	0	0	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	0	2.2	0	3.2	0	0	0	2.8	2.8	0	2.2	0	0	3.2	4.3	3.9	0	0	2.2	0	0	2.2	0	0	0	2.2	0	0	0	5.8	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	-2.73	-0.67	0	1.3	2.7	0	0	0	1.9	3.8	1.3	0	0	3.4	0	0	2.2	1.3	0	0	4.2	1.9	3.2	0	3.2	0	0	0	0	1.3	2.7	0	0	0	0	0	0	1.3	0	0	0	0	0	2.2	0	3.2	0	1.3	1.3	1.9	0	3.4	0	0	3	2.2	1.9	0	0	0	0	3.2	3.8	2.9	1.9	0	0	0	0	1.9	1.3	1.9	1.9	1.9	0	1.3	2.2	6.1	0	0	0	0
E7.5	E75_Mixed_mesoderm	Mixed_mesoderm	0.14	3.39	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	2.3	0	0	0	0	2.3	2.3	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9	0	2.3	0	0	0	2.9	0	4.2	0	2.9	0	2.3	2.3	0	0	0	0	3.6	3.8	2.9	2.3	0	0	0	0	0	0	2.3	0	2.9	0	0	2.3	6.1	0	0	0	0
